Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Sales,Profit,Quantity
CA-2016-119445,2016-06-26,2016-03-07,East,Office Supplies,Storage,14.9,1.043,5
CA-2015-124268,2015-04-07,2015-08-07,East,Office Supplies,Art,15.48,4.4892,3
CA-2016-154711,2016-11-22,2016-11-26,East,Furniture,Furnishings,39.88,11.1664,2
CA-2016-154711,2016-11-22,2016-11-26,East,Office Supplies,Binders,12.192,4.1148,4
CA-2016-154711,2016-11-22,2016-11-26,East,Office Supplies,Art,20.82,7.4952,3
CA-2016-163384,2016-10-11,2016-12-11,West,Office Supplies,Binders,13.216,4.4604,4
CA-2016-163384,2016-10-11,2016-12-11,West,Office Supplies,Paper,32.4,15.552,5
CA-2015-101707,2015-08-27,2015-01-09,West,Office Supplies,Supplies,32.94,9.2232,3
CA-2015-101707,2015-08-27,2015-01-09,West,Office Supplies,Paper,114.2,52.532,5
CA-2015-101707,2015-08-27,2015-01-09,West,Office Supplies,Labels,3.08,1.4784,1
CA-2015-138898,2015-05-25,2015-05-29,West,Office Supplies,Appliances,845.728,84.5728,13
CA-2017-115427,2017-12-30,2018-03-01,West,Office Supplies,Binders,13.904,4.5188,2
CA-2017-115427,2017-12-30,2018-03-01,West,Office Supplies,Binders,20.72,6.475,2
CA-2016-134425,2016-08-12,2016-12-12,Central,Technology,Phones,114.95,2.299,5
CA-2015-121391,2015-04-10,2015-07-10,West,Office Supplies,Storage,26.96,7.0096,2
CA-2016-137043,2016-12-23,2016-12-25,South,Furniture,Furnishings,572.76,166.1004,6
CA-2016-137043,2016-12-23,2016-12-25,South,Furniture,Furnishings,286.38,83.0502,3
CA-2015-115847,2015-09-19,2015-09-24,South,Furniture,Bookcases,61.96,4.3372,2
US-2017-126179,2017-03-07,2017-07-07,South,Furniture,Furnishings,23.99,5.5177,1
US-2017-126179,2017-03-07,2017-07-07,South,Technology,Phones,287.97,77.7519,3
CA-2016-101966,2016-07-14,2016-07-16,Central,Technology,Phones,419.944,52.493,7
CA-2016-141397,2016-06-20,2016-06-21,West,Office Supplies,Paper,46.76,22.4448,7
CA-2016-141397,2016-06-20,2016-06-21,West,Office Supplies,Binders,17.712,6.4206,3
CA-2016-141397,2016-06-20,2016-06-21,West,Office Supplies,Appliances,21.78,5.6628,2
CA-2016-141397,2016-06-20,2016-06-21,West,Office Supplies,Storage,161.94,9.7164,3
CA-2016-141397,2016-06-20,2016-06-21,West,Furniture,Chairs,161.568,-8.0784,2
CA-2016-141082,2016-09-12,2016-12-13,East,Office Supplies,Labels,3.69,1.7343,1
CA-2016-141082,2016-09-12,2016-12-13,East,Office Supplies,Labels,122.12,56.1752,4
US-2016-134488,2016-09-24,2016-01-10,East,Furniture,Chairs,155.372,-13.3176,2
CA-2016-145919,2016-12-18,2016-12-23,West,Office Supplies,Paper,38.88,18.6624,6
CA-2016-145919,2016-12-18,2016-12-23,West,Furniture,Furnishings,183.84,62.5056,8
CA-2016-145919,2016-12-18,2016-12-23,West,Office Supplies,Supplies,579.3,28.965,5
CA-2017-157651,2017-10-12,2017-12-14,East,Technology,Accessories,14.2,3.3725,1
CA-2014-160773,2014-01-07,2014-05-07,South,Technology,Phones,575.92,71.99,2
CA-2014-160773,2014-01-07,2014-05-07,South,Office Supplies,Binders,5.184,-3.6288,6
CA-2017-167703,2017-03-02,2017-08-02,East,Office Supplies,Binders,5.229,-4.1832,3
CA-2017-167703,2017-03-02,2017-08-02,East,Office Supplies,Storage,285.552,35.694,2
CA-2017-121804,2017-03-03,2017-08-03,South,Office Supplies,Appliances,72.8,19.656,5
CA-2017-162635,2017-09-10,2017-10-10,South,Office Supplies,Paper,10.816,3.5152,4
CA-2014-107153,2014-09-28,2014-03-10,East,Office Supplies,Storage,46.26,12.4902,3
US-2014-117058,2014-05-27,2014-05-30,Central,Office Supplies,Binders,17.46,-30.555,6
CA-2015-120439,2015-06-14,2015-06-18,East,Furniture,Furnishings,51.072,5.1072,6
CA-2016-128258,2016-03-30,2016-01-04,East,Office Supplies,Paper,11.34,5.5566,1
CA-2017-106033,2017-10-15,2017-10-18,West,Office Supplies,Art,87.92,26.376,4
CA-2016-142762,2016-05-23,2016-05-27,West,Furniture,Furnishings,37.05,16.302,3
CA-2017-127705,2017-02-06,2017-06-06,East,Technology,Phones,2.97,-0.6435,1
CA-2017-127705,2017-02-06,2017-06-06,East,Office Supplies,Storage,27.44,2.401,2
CA-2014-122567,2014-02-16,2014-02-21,Central,Office Supplies,Binders,1.08,-1.728,3
CA-2014-122567,2014-02-16,2014-02-21,Central,Office Supplies,Appliances,7.96,-13.93,2
CA-2014-121664,2014-06-05,2014-10-05,West,Office Supplies,Binders,140.736,52.776,8
CA-2016-122133,2016-05-16,2016-05-23,East,Office Supplies,Storage,552.56,0,4
US-2017-123281,2017-02-04,2017-07-04,West,Furniture,Furnishings,25.11,6.5286,3
CA-2017-100524,2017-03-31,2017-02-04,East,Furniture,Furnishings,29.78,8.0406,2
CA-2017-100524,2017-03-31,2017-02-04,East,Technology,Phones,677.58,176.1708,3
CA-2017-100524,2017-03-31,2017-02-04,East,Office Supplies,Paper,75.04,36.0192,8
CA-2017-113481,2017-02-01,2017-04-01,South,Technology,Machines,695.7,-27.828,2
CA-2017-113481,2017-02-01,2017-04-01,South,Office Supplies,Binders,15.66,-12.528,5
CA-2017-113481,2017-02-01,2017-04-01,South,Office Supplies,Binders,28.854,-21.1596,6
CA-2015-131758,2015-05-28,2015-01-06,East,Office Supplies,Art,47.82,14.346,3
CA-2015-131758,2015-05-28,2015-01-06,East,Office Supplies,Labels,13.05,6.003,5
CA-2014-118339,2014-03-17,2014-03-24,Central,Office Supplies,Appliances,93.78,36.5742,2
CA-2014-118339,2014-03-17,2014-03-24,Central,Office Supplies,Paper,47.18,23.59,7
CA-2014-118339,2014-03-17,2014-03-24,Central,Office Supplies,Art,19.68,5.7072,6
CA-2014-118339,2014-03-17,2014-03-24,Central,Office Supplies,Binders,53.4,25.098,10
CA-2014-118339,2014-03-17,2014-03-24,Central,Office Supplies,Binders,35.88,17.2224,6
CA-2014-153976,2014-03-10,2014-08-10,Central,Furniture,Chairs,258.279,-70.1043,3
CA-2016-162901,2016-03-28,2016-03-31,South,Office Supplies,Storage,31.4,7.85,2
CA-2017-162978,2017-04-05,2017-09-05,West,Technology,Phones,183.96,20.6955,5
CA-2017-162978,2017-04-05,2017-09-05,West,Office Supplies,Paper,17.61,8.4528,3
CA-2017-162978,2017-04-05,2017-09-05,West,Furniture,Tables,300.904,11.2839,1
US-2014-160444,2014-05-07,2014-05-07,Central,Office Supplies,Storage,220.776,-44.1552,3
US-2014-160444,2014-05-07,2014-05-07,Central,Office Supplies,Storage,281.424,-35.178,11
CA-2016-145247,2016-05-05,2016-07-05,South,Office Supplies,Paper,79.14,36.4044,3
CA-2017-160045,2017-04-26,2017-04-27,Central,Furniture,Furnishings,1.988,-1.4413,1
US-2014-151925,2014-09-26,2014-01-10,West,Furniture,Chairs,145.568,0,2
CA-2017-125199,2017-10-19,2017-10-25,East,Office Supplies,Art,123.256,9.2442,7
CA-2017-125199,2017-10-19,2017-10-25,East,Office Supplies,Paper,23.68,7.4,4
CA-2017-125199,2017-10-19,2017-10-25,East,Technology,Phones,309.576,-56.7556,4
US-2017-155425,2017-10-11,2017-11-11,West,Office Supplies,Binders,38.388,-25.592,14
US-2017-155425,2017-10-11,2017-11-11,West,Technology,Machines,95.994,-63.996,2
US-2017-155425,2017-10-11,2017-11-11,West,Technology,Accessories,239.952,-35.9928,6
US-2017-155425,2017-10-11,2017-11-11,West,Technology,Phones,201.584,15.1188,2
US-2017-155425,2017-10-11,2017-11-11,West,Furniture,Chairs,899.136,-146.1096,4
CA-2017-133249,2017-08-07,2017-11-07,West,Furniture,Furnishings,145.9,62.737,5
US-2015-103471,2015-12-24,2015-12-28,West,Furniture,Bookcases,590.058,-786.744,7
US-2015-103471,2015-12-24,2015-12-28,West,Office Supplies,Art,14.04,1.5795,3
CA-2017-136672,2017-07-03,2017-12-03,East,Technology,Accessories,49.08,4.908,3
US-2014-157021,2014-01-04,2014-06-04,West,Office Supplies,Labels,29.6,14.8,2
US-2014-157021,2014-01-04,2014-06-04,West,Office Supplies,Binders,17.088,5.5536,4
CA-2015-120362,2015-09-14,2015-09-19,West,Furniture,Tables,912.75,118.6575,5
CA-2014-126361,2014-04-08,2014-09-08,West,Office Supplies,Appliances,1089.75,305.13,3
CA-2014-126361,2014-04-08,2014-09-08,West,Office Supplies,Paper,447.84,219.4416,8
CA-2014-126361,2014-04-08,2014-09-08,West,Office Supplies,Art,16.4,4.264,5
CA-2014-126361,2014-04-08,2014-09-08,West,Technology,Phones,399.96,34.9965,5
CA-2014-126361,2014-04-08,2014-09-08,West,Office Supplies,Storage,158.9,7.945,5
CA-2014-126361,2014-04-08,2014-09-08,West,Office Supplies,Binders,13.184,4.7792,1
US-2016-100566,2016-03-09,2016-09-09,Central,Furniture,Furnishings,83.952,-90.2484,3
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Storage,80.98,1.6196,1
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Paper,348.84,170.9316,9
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Fasteners,9.45,0.189,5
US-2016-108504,2016-05-02,2016-05-02,South,Furniture,Furnishings,18.84,7.1592,3
US-2016-108504,2016-05-02,2016-05-02,South,Furniture,Bookcases,239.98,52.7956,2
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Envelopes,167.96,78.9412,2
US-2016-108504,2016-05-02,2016-05-02,South,Technology,Phones,104.85,28.3095,3
US-2016-108504,2016-05-02,2016-05-02,South,Technology,Phones,484.83,126.0558,3
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Paper,122.97,60.2553,3
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Storage,154.44,1.5444,3
US-2016-108504,2016-05-02,2016-05-02,South,Office Supplies,Paper,342.37,160.9139,7
CA-2017-124828,2017-03-07,2017-04-07,South,Office Supplies,Art,9.552,1.5522,3
US-2017-117247,2017-09-10,2017-10-14,Central,Furniture,Tables,652.45,-430.617,5
US-2017-117247,2017-09-10,2017-10-14,Central,Furniture,Tables,66.645,-42.6528,3
CA-2016-124485,2016-11-24,2016-11-26,East,Office Supplies,Binders,17.216,6.0256,4
CA-2016-124485,2016-11-24,2016-11-26,East,Office Supplies,Paper,11.56,5.6644,2
CA-2016-124485,2016-11-24,2016-11-26,East,Technology,Accessories,88.4,11.492,4
CA-2016-124485,2016-11-24,2016-11-26,East,Office Supplies,Paper,6.48,3.1104,1
CA-2016-159212,2016-01-11,2016-05-11,South,Technology,Phones,21.8,6.104,2
CA-2016-159212,2016-01-11,2016-05-11,South,Office Supplies,Envelopes,251.79,118.3413,3
US-2016-161396,2016-04-19,2016-04-25,East,Furniture,Tables,205.176,-58.1332,2
US-2016-161396,2016-04-19,2016-04-25,East,Office Supplies,Paper,419.4,146.79,5
US-2014-118486,2014-06-04,2014-08-04,East,Office Supplies,Supplies,10.304,-2.1896,1
US-2014-118486,2014-06-04,2014-08-04,East,Furniture,Tables,154.764,-36.1116,3
US-2014-118486,2014-06-04,2014-08-04,East,Technology,Accessories,116.784,21.897,2
CA-2016-130407,2016-02-09,2016-06-09,East,Office Supplies,Art,75.48,19.6248,2
CA-2016-130407,2016-02-09,2016-06-09,East,Furniture,Furnishings,39.98,9.995,2
US-2016-122245,2016-09-25,2016-09-30,West,Furniture,Tables,393.165,-204.4458,3
CA-2017-105144,2017-04-11,2017-11-11,Central,Office Supplies,Labels,23.68,8.88,2
CA-2016-136329,2016-09-07,2016-07-13,East,Furniture,Chairs,408.006,72.5344,2
CA-2016-136329,2016-09-07,2016-07-13,East,Furniture,Furnishings,165.28,14.8752,4
CA-2014-146640,2014-06-30,2014-05-07,East,Office Supplies,Binders,334.768,108.7996,7
CA-2017-115994,2017-01-28,2017-01-31,West,Technology,Accessories,239.97,26.3967,3
CA-2017-115994,2017-01-28,2017-01-31,West,Furniture,Furnishings,37.74,12.8316,3
CA-2015-126697,2015-09-21,2015-09-24,Central,Technology,Phones,946.344,118.293,7
CA-2015-126697,2015-09-21,2015-09-24,Central,Technology,Accessories,151.2,32.13,3
CA-2015-126697,2015-09-21,2015-09-24,Central,Furniture,Furnishings,4.928,-1.4784,4
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Paper,86.272,31.2736,4
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Binders,72.588,-48.392,2
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Appliances,60.672,14.4096,2
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Binders,77.031,-59.0571,9
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Storage,119.904,-1.4988,6
CA-2015-124800,2015-09-26,2015-09-30,West,Technology,Phones,263.96,23.0965,5
CA-2015-124800,2015-09-26,2015-09-30,West,Office Supplies,Storage,363.648,-86.3664,4
US-2015-164448,2015-10-31,2015-04-11,West,Office Supplies,Binders,9.728,3.2832,2
US-2015-164448,2015-10-31,2015-04-11,West,Office Supplies,Envelopes,14.75,7.08,5
US-2015-164448,2015-10-31,2015-04-11,West,Office Supplies,Binders,29.8,9.3125,5
US-2015-164448,2015-10-31,2015-04-11,West,Office Supplies,Labels,427.42,196.6132,14
CA-2017-122700,2017-11-26,2017-11-30,East,Technology,Phones,220.752,-40.4712,8
CA-2014-120768,2014-12-19,2014-12-21,South,Office Supplies,Binders,152.76,74.8524,6
CA-2014-120768,2014-12-19,2014-12-21,South,Office Supplies,Supplies,7.27,1.9629,1
CA-2014-120768,2014-12-19,2014-12-21,South,Furniture,Chairs,1819.86,163.7874,14
US-2016-153129,2016-12-26,2016-12-30,West,Office Supplies,Paper,33.9,15.594,5
CA-2017-106852,2017-06-20,2017-06-27,East,Office Supplies,Paper,31.104,10.8864,6
CA-2017-106852,2017-06-20,2017-06-27,East,Office Supplies,Art,5.248,0.5904,2
CA-2015-139731,2015-10-15,2015-10-15,Central,Technology,Accessories,263.88,42.8805,3
CA-2015-139731,2015-10-15,2015-10-15,Central,Furniture,Chairs,2453.43,-350.49,5
CA-2017-122735,2017-12-04,2017-04-15,East,Office Supplies,Binders,29.7,13.365,5
CA-2017-122735,2017-12-04,2017-04-15,East,Office Supplies,Paper,39.96,17.982,4
CA-2017-128160,2017-12-19,2017-12-24,West,Office Supplies,Binders,36.672,11.46,2
CA-2017-117695,2017-05-08,2017-08-08,South,Office Supplies,Paper,13.76,6.3296,2
CA-2015-166135,2015-01-10,2015-06-10,West,Office Supplies,Storage,139.424,17.428,4
CA-2016-133725,2016-05-23,2016-05-28,Central,Technology,Phones,1979.928,148.4946,9
CA-2017-102337,2017-06-13,2017-06-16,Central,Office Supplies,Storage,164.736,-39.1248,4
CA-2017-102337,2017-06-13,2017-06-16,Central,Furniture,Chairs,470.302,-87.3418,7
CA-2017-102337,2017-06-13,2017-06-16,Central,Technology,Phones,47.984,5.998,2
US-2014-112564,2014-04-23,2014-04-24,East,Office Supplies,Binders,2.502,-1.7514,3
CA-2015-145821,2015-01-05,2015-07-05,West,Technology,Phones,88.752,11.094,3
US-2015-160150,2015-07-19,2015-07-20,West,Office Supplies,Binders,2.025,-1.35,1
CA-2016-133711,2016-11-26,2016-11-29,South,Office Supplies,Paper,70.98,34.7802,7
CA-2016-133711,2016-11-26,2016-11-29,South,Office Supplies,Binders,91.68,45.84,3
CA-2016-133711,2016-11-26,2016-11-29,South,Office Supplies,Binders,33.75,16.875,5
CA-2016-133711,2016-11-26,2016-11-29,South,Technology,Machines,3040,1459.2,8
CA-2017-148474,2017-12-06,2017-06-19,South,Office Supplies,Binders,91.2,41.952,3
CA-2017-148474,2017-12-06,2017-06-19,South,Furniture,Tables,452.94,67.941,3
CA-2015-111297,2015-08-17,2015-08-21,East,Office Supplies,Binders,52.2,23.49,9
CA-2016-123722,2016-09-25,2016-01-10,Central,Office Supplies,Labels,15.936,5.1792,4
CA-2014-155271,2014-04-05,2014-04-05,East,Furniture,Furnishings,27.46,9.8856,2
CA-2015-119907,2015-01-12,2015-08-12,West,Office Supplies,Binders,55.424,19.3984,2
US-2016-128902,2016-11-03,2016-03-15,East,Furniture,Tables,244.006,-31.3722,2
CA-2016-152289,2016-08-26,2016-08-28,Central,Technology,Accessories,159.984,43.9956,2
CA-2016-152289,2016-08-26,2016-08-28,Central,Furniture,Chairs,1024.716,-29.2776,6
US-2016-104794,2016-12-16,2016-12-19,East,Office Supplies,Fasteners,3.68,1.8032,2
CA-2014-151708,2014-08-08,2014-08-14,West,Furniture,Furnishings,121.376,-3.0344,4
CA-2014-151708,2014-08-08,2014-08-14,West,Technology,Accessories,95.976,-10.7973,3
CA-2015-100769,2015-05-16,2015-05-16,South,Technology,Accessories,255.968,31.996,4
CA-2017-139199,2017-09-12,2017-12-13,Central,Furniture,Chairs,872.94,226.9644,3
CA-2017-139199,2017-09-12,2017-12-13,Central,Office Supplies,Binders,41.54,19.5238,2
CA-2017-139199,2017-09-12,2017-12-13,Central,Office Supplies,Paper,12.96,6.2208,2
US-2015-161466,2015-09-24,2015-09-27,East,Office Supplies,Art,6.848,0.5992,2
CA-2017-164959,2017-11-07,2017-07-15,West,Office Supplies,Labels,8.67,4.0749,3
US-2015-105676,2015-01-12,2015-02-12,Central,Furniture,Furnishings,6.688,-4.0128,4
CA-2016-113138,2016-11-19,2016-11-25,East,Office Supplies,Art,17.28,5.0112,6
CA-2016-113138,2016-11-19,2016-11-25,East,Office Supplies,Binders,17.712,6.4206,3
US-2017-104955,2017-03-19,2017-03-24,East,Office Supplies,Labels,28.91,13.2986,7
CA-2016-121958,2016-11-13,2016-11-17,South,Office Supplies,Supplies,52.136,5.8653,7
CA-2017-121468,2017-11-19,2017-11-20,West,Technology,Phones,31.968,2.3976,4
US-2016-108455,2016-02-12,2016-08-12,West,Office Supplies,Paper,25.92,12.4416,4
US-2016-108455,2016-02-12,2016-08-12,West,Office Supplies,Paper,40.46,19.8254,7
US-2016-108455,2016-02-12,2016-08-12,West,Office Supplies,Storage,33.87,8.8062,3
CA-2017-101210,2017-08-25,2017-08-28,South,Office Supplies,Art,9.728,1.7024,2
CA-2017-101210,2017-08-25,2017-08-28,South,Office Supplies,Paper,3.424,1.07,1
US-2016-108098,2016-10-14,2016-10-18,West,Technology,Accessories,177,30.09,3
CA-2014-119032,2014-11-27,2014-03-12,East,Office Supplies,Fasteners,3.76,1.316,2
CA-2015-140410,2015-03-11,2015-07-11,West,Technology,Phones,1212.848,106.1242,7
CA-2015-140410,2015-03-11,2015-07-11,West,Technology,Accessories,89.97,37.7874,3
CA-2015-140410,2015-03-11,2015-07-11,West,Furniture,Furnishings,42.6,16.614,3
CA-2014-136280,2014-11-29,2014-06-12,East,Office Supplies,Labels,5.04,1.764,2
CA-2017-151911,2017-04-30,2017-05-05,East,Office Supplies,Envelopes,62.96,28.332,4
CA-2017-166436,2017-11-24,2017-11-28,East,Office Supplies,Paper,5.88,2.8812,1
CA-2017-166436,2017-11-24,2017-11-28,East,Furniture,Chairs,977.292,173.7408,6
CA-2017-139661,2017-10-30,2017-03-11,West,Furniture,Furnishings,9.64,3.6632,2
CA-2014-123925,2014-12-17,2014-12-19,South,Office Supplies,Art,40.05,11.214,3
CA-2017-152485,2017-04-09,2017-08-09,Central,Office Supplies,Art,10.192,3.185,7
CA-2017-152485,2017-04-09,2017-08-09,Central,Office Supplies,Storage,16.784,-0.2098,1
CA-2017-152485,2017-04-09,2017-08-09,Central,Office Supplies,Art,13.12,3.772,5
CA-2016-141586,2016-10-17,2016-10-20,West,Office Supplies,Binders,18.16,6.583,5
CA-2017-130386,2017-12-11,2017-11-18,Central,Office Supplies,Paper,16.056,5.8203,3
CA-2017-130386,2017-12-11,2017-11-18,Central,Office Supplies,Paper,223.056,69.705,9
CA-2017-130386,2017-12-11,2017-11-18,Central,Office Supplies,Storage,540.048,-47.2542,3
CA-2016-100468,2016-11-24,2016-01-12,West,Technology,Phones,33.52,3.352,2
CA-2016-100468,2016-11-24,2016-01-12,West,Furniture,Furnishings,9.94,3.0814,2
CA-2015-153388,2015-01-08,2015-07-08,West,Office Supplies,Art,6.72,3.36,4
CA-2015-153388,2015-01-08,2015-07-08,West,Furniture,Tables,1004.976,-175.8708,6
CA-2017-154935,2017-12-24,2017-12-29,East,Office Supplies,Binders,17.88,5.5875,3
CA-2016-134208,2016-09-17,2016-09-23,South,Technology,Machines,396,190.08,4
CA-2017-108294,2017-10-12,2017-10-12,Central,Office Supplies,Binders,34.5,15.525,3
CA-2017-103611,2017-12-09,2017-09-15,West,Furniture,Furnishings,8.36,3.0096,2
CA-2017-100384,2017-06-24,2017-01-07,West,Office Supplies,Art,385.6,111.824,8
CA-2017-100384,2017-06-24,2017-01-07,West,Office Supplies,Art,35.82,11.8206,9
CA-2017-112809,2017-08-18,2017-08-22,Central,Office Supplies,Storage,200.064,12.504,3
CA-2017-112809,2017-08-18,2017-08-22,Central,Office Supplies,Binders,21.38,-33.139,5
CA-2017-112809,2017-08-18,2017-08-22,Central,Office Supplies,Binders,6.744,-11.4648,4
US-2017-160759,2017-11-12,2017-12-17,East,Furniture,Chairs,63.686,-9.098,1
CA-2017-148446,2017-10-12,2017-12-14,West,Furniture,Tables,1669.6,116.872,4
CA-2014-111059,2014-03-02,2014-06-02,West,Office Supplies,Binders,83.84,27.248,2
CA-2014-111059,2014-03-02,2014-06-02,West,Office Supplies,Binders,13.272,4.3134,3
CA-2017-116204,2017-11-02,2017-02-14,West,Office Supplies,Binders,21.336,7.7343,7
CA-2017-109946,2017-04-16,2017-04-21,Central,Office Supplies,Art,16.52,2.065,5
CA-2015-144806,2015-06-12,2015-11-12,West,Furniture,Furnishings,206.112,48.9516,6
CA-2015-144806,2015-06-12,2015-11-12,West,Office Supplies,Paper,19.92,6.723,5
CA-2015-144806,2015-06-12,2015-11-12,West,Office Supplies,Paper,198.272,61.96,8
CA-2015-144806,2015-06-12,2015-11-12,West,Office Supplies,Storage,247.104,-58.6872,6
CA-2015-144806,2015-06-12,2015-11-12,West,Office Supplies,Art,86.304,9.7092,6
CA-2016-122392,2016-07-22,2016-07-27,East,Office Supplies,Art,4.16,0.364,2
CA-2016-122392,2016-07-22,2016-07-27,East,Furniture,Furnishings,11.648,3.3488,2
CA-2015-148432,2015-07-11,2015-10-11,East,Office Supplies,Fasteners,26.18,0.5236,7
CA-2015-148432,2015-07-11,2015-10-11,East,Office Supplies,Paper,7.3,3.431,2
CA-2015-103793,2015-03-26,2015-03-31,South,Office Supplies,Paper,74.352,23.235,3
CA-2017-159884,2017-08-31,2017-05-09,West,Office Supplies,Storage,10.744,0.8058,1
CA-2017-159884,2017-08-31,2017-05-09,West,Office Supplies,Fasteners,8.376,2.7222,3
CA-2016-139885,2016-04-12,2016-08-12,East,Office Supplies,Storage,212.88,0,6
CA-2017-124086,2017-10-02,2017-02-14,West,Furniture,Bookcases,203.983,16.7986,2
CA-2016-112389,2016-10-29,2016-02-11,East,Office Supplies,Storage,40.74,0.4074,3
CA-2016-112389,2016-10-29,2016-02-11,East,Office Supplies,Appliances,11.67,3.0342,3
CA-2017-121888,2017-09-15,2017-09-17,East,Technology,Phones,39.99,11.5971,1
CA-2017-121888,2017-09-15,2017-09-17,East,Office Supplies,Art,16.28,6.512,2
CA-2017-121888,2017-09-15,2017-09-17,East,Furniture,Bookcases,782.94,203.5644,3
CA-2017-121888,2017-09-15,2017-09-17,East,Office Supplies,Binders,242.48,116.3904,7
CA-2014-166884,2014-11-03,2014-03-16,East,Furniture,Furnishings,8.32,2.288,5
CA-2014-166884,2014-11-03,2014-03-16,East,Office Supplies,Fasteners,10.464,1.7004,6
CA-2014-107181,2014-04-02,2014-08-02,West,Office Supplies,Binders,82.896,29.0136,3
CA-2014-107181,2014-04-02,2014-08-02,West,Office Supplies,Paper,34.24,16.0928,4
CA-2014-150245,2014-12-31,2015-04-01,East,Furniture,Bookcases,1573.488,196.686,7
CA-2015-111395,2015-11-23,2015-11-27,Central,Office Supplies,Paper,335.52,117.432,4
CA-2015-111395,2015-11-23,2015-11-27,Central,Office Supplies,Binders,23.912,-40.6504,2
CA-2015-111395,2015-11-23,2015-11-27,Central,Office Supplies,Storage,27.056,2.3674,2
CA-2014-134278,2014-06-07,2014-08-07,East,Technology,Copiers,559.992,174.9975,1
US-2017-124926,2017-11-13,2017-11-18,Central,Office Supplies,Appliances,9.324,-24.7086,6
CA-2016-159345,2016-06-17,2016-06-22,West,Office Supplies,Paper,111.96,54.8604,2
CA-2014-130274,2014-03-05,2014-05-05,Central,Office Supplies,Labels,21.56,10.3488,7
CA-2017-158386,2017-10-16,2017-10-21,South,Office Supplies,Binders,124.75,57.385,5
CA-2015-111507,2015-06-02,2015-02-13,West,Office Supplies,Art,5.28,1.5312,3
CA-2017-120761,2017-04-09,2017-08-09,East,Technology,Accessories,91.96,39.5428,4
CA-2016-109176,2016-09-05,2016-05-15,East,Office Supplies,Envelopes,9.344,3.504,1
CA-2016-109176,2016-09-05,2016-05-15,East,Office Supplies,Art,79.36,9.92,5
CA-2015-112116,2015-03-16,2015-03-18,West,Furniture,Tables,171.96,44.7096,2
CA-2016-126809,2016-09-04,2016-04-13,West,Office Supplies,Binders,35.352,12.8151,9
CA-2014-105172,2014-04-04,2014-09-04,West,Office Supplies,Labels,18.9,9.072,6
CA-2017-107293,2017-05-09,2017-06-09,West,Office Supplies,Art,2.78,0.7228,1
US-2017-102890,2017-06-30,2017-06-30,East,Furniture,Tables,1044.63,-295.9785,5
CA-2015-158554,2015-09-11,2015-09-11,East,Office Supplies,Paper,11.352,4.1151,3
CA-2014-116239,2014-04-03,2014-04-03,South,Office Supplies,Storage,354.9,17.745,5
CA-2015-132101,2015-03-19,2015-03-25,West,Technology,Phones,453.576,39.6879,3
CA-2015-129112,2015-11-29,2015-11-30,Central,Technology,Accessories,21.48,-0.2685,3
CA-2015-129112,2015-11-29,2015-11-30,Central,Office Supplies,Binders,8.784,-13.6152,4
US-2017-152002,2017-11-06,2017-11-06,West,Office Supplies,Paper,122.97,60.2553,3
CA-2017-165029,2017-11-26,2017-11-30,South,Office Supplies,Art,12.84,3.7236,3
US-2014-157385,2014-11-23,2014-11-25,West,Furniture,Chairs,603.92,-67.941,5
US-2014-157385,2014-11-23,2014-11-25,West,Office Supplies,Envelopes,21.84,10.4832,3
US-2014-157385,2014-11-23,2014-11-25,West,Technology,Accessories,29.99,6.2979,1
US-2014-157385,2014-11-23,2014-11-25,West,Furniture,Chairs,381.44,23.84,2
CA-2014-101602,2014-12-15,2014-12-18,Central,Technology,Phones,40.68,-9.153,3
CA-2014-101602,2014-12-15,2014-12-18,Central,Furniture,Chairs,763.28,-21.808,5
CA-2016-109057,2016-04-22,2016-04-27,Central,Office Supplies,Storage,23.952,2.3952,2
CA-2016-154403,2016-05-23,2016-05-27,South,Office Supplies,Paper,4.98,2.4402,1
CA-2016-102456,2016-02-27,2016-01-03,East,Office Supplies,Appliances,170.88,49.5552,3
CA-2015-131338,2015-09-08,2015-12-08,East,Technology,Phones,307.98,89.3142,2
CA-2015-131338,2015-09-08,2015-12-08,East,Furniture,Tables,382.806,-153.1224,9
CA-2015-131338,2015-09-08,2015-12-08,East,Office Supplies,Storage,41.96,2.9372,2
CA-2015-131338,2015-09-08,2015-12-08,East,Office Supplies,Binders,1217.568,456.588,2
CA-2015-131338,2015-09-08,2015-12-08,East,Furniture,Furnishings,47.04,18.3456,3
CA-2015-131338,2015-09-08,2015-12-08,East,Furniture,Furnishings,6.16,2.9568,2
CA-2015-131338,2015-09-08,2015-12-08,East,Technology,Phones,979.95,274.386,5
